	created_date	f0_
213	2009-05-10	1255
214	2009-06-24	1018
215	2015-07-10	2861
216	2015-07-11	949
217	2015-08-11	1224
218	2015-09-07	1870
219	2015-09-24	1840
220	2015-09-27	1062
221	2015-10-04	1211
222	2015-10-09	4319
223	2015-10-20	1973
224	2015-10-22	1295
225	2015-10-31	2403
226	2015-11-12	1726
227	2015-11-14	1138
228	2015-11-21	2931
229	2015-11-26	343
230	2015-11-28	38
231	2007-08-12	33
232	2015-12-02	1158
233	2015-12-13	781
234	2015-11-01	359
235	2016-01-01	352
236	2016-01-07	2532
237	2016-01-19	1327
238	2016-02-07	667
239	2016-02-11	1303
240	2011-03-10	1249
241	2011-03-24	4180
242	2011-03-29	1336
243	2011-03-31	2630
244	2011-03-03	1298
245	2011-05-26	3439
246	2011-07-15	1074
247	2011-07-28	1159
248	2011-07-12	3664
249	2011-07-31	800
250	2011-08-25	649
251	2011-08-23	445
252	2011-09-08	1222
253	2011-09-13	1057
254	2011-09-19	352
255	2011-09-09	1015
256	2011-09-26	429
257	2011-10-01	341
258	2011-10-13	2075
259	2011-10-11	1011
260	2011-10-09	1216
261	2011-10-23	122
262	2011-11-23	1698
263	2011-11-28	90
264	2011-11-03	1530
265	2011-12-10	1618
266	2011-12-12	818
267	2012-01-03	617
268	2012-01-30	463
269	2012-01-07	743
270	2012-02-22	1287
271	2012-03-17	1811
272	2012-03-12	131
273	2012-04-19	2220
274	2012-05-04	2777
275	2014-01-01	658
276	2014-02-10	2223
277	2014-02-07	6046
278	2014-02-04	713
279	2014-03-28	2606
280	2014-03-25	2453
281	2014-04-30	2693
282	2014-04-02	1926
283	2014-04-21	739
284	2014-04-13	2753
285	2014-04-01	1846
286	2014-05-09	1348
287	2014-05-10	1820
288	2014-05-03	2272
289	2014-05-02	2802
290	2014-05-12	2436
291	2014-05-04	322
292	2014-06-29	2278
293	2014-06-24	905
294	2014-06-17	599
295	2014-07-02	2662
296	2014-07-17	1479
297	2014-07-06	148
298	2014-08-29	2212
299	2014-10-01	3403
300	2014-10-22	3128
301	2014-10-06	297
302	2014-12-14	870
303	2014-12-18	868
304	2014-12-20	4462
305	2014-12-24	439
306	2015-01-11	1479
307	2015-01-08	2248
308	2015-01-07	2775
309	2009-07-01	2617
310	2009-08-02	186
311	2009-09-11	801
312	2009-10-23	1359
313	2009-10-16	1769
314	2009-11-20	1635
315	2009-11-10	704
316	2009-11-23	120
317	2009-12-05	4122
318	2009-12-21	2093
319	2010-01-08	3674
320	2010-01-02	3211
321	2010-02-09	2577
322	2010-02-26	2364
323	2010-03-23	3501
324	2010-03-22	331
325	2010-05-26	1392
326	2010-06-04	3238
327	2010-06-17	2898
328	2010-07-31	1184
329	2010-07-10	1355
330	2010-07-12	734
331	2010-07-23	3099
332	2010-07-05	2820
333	2010-07-02	3674
334	2010-08-31	2019
335	2010-08-02	238
336	2010-09-25	388
337	2010-10-04	530
338	2010-10-31	741
339	2010-10-09	3764
340	2010-10-10	18
341	2010-10-14	141
342	2010-10-18	3288
343	2010-11-26	275
344	2010-12-22	4253
345	2011-02-28	2769
346	2012-05-21	484
347	2012-05-20	503
348	2012-05-05	373
349	2012-06-21	989
350	2012-06-11	285
351	2012-07-05	1391
352	2012-07-07	1110
353	2012-07-21	961
354	2012-07-23	663
355	2012-09-13	1342
356	2012-09-06	1319
357	2012-09-09	2398
358	2012-09-17	757
359	2012-09-22	499
360	2012-10-20	1444
361	2012-10-27	854
362	2012-11-30	461
363	2012-11-11	1130
364	2012-11-03	844
365	2013-01-31	2808
366	2013-01-24	1207
367	2013-01-28	1544
368	2013-01-29	686
369	2013-02-25	742
370	2013-02-22	115
371	2013-02-11	1618
372	2013-03-21	3086
373	2013-04-29	1773
374	2013-04-22	1131
375	2013-04-09	63
376	2013-04-02	2964
377	2013-04-14	274
378	2013-04-07	1140
379	2013-05-28	354
380	2013-05-29	1845
381	2013-06-03	444
382	2013-06-27	1133
383	2013-07-29	499
384	2013-07-14	728
385	2013-09-19	1808
386	2013-09-11	1736
387	2013-09-04	429
388	2013-10-29	685
389	2013-10-30	2001
390	2013-10-15	819
391	2013-10-19	1423
392	2013-12-01	281
393	2013-11-22	2233
394	2013-11-12	1180
395	2013-11-03	501
396	2013-12-21	1633
397	2013-12-28	469
398	2014-01-23	2351
399	2014-01-12	958
400	2015-01-04	180
401	2015-02-27	2331
402	2015-02-25	2230
403	2015-02-06	5023
404	2015-03-05	5666
405	2015-03-14	2120
406	2015-04-13	1060
407	2015-04-30	2207
408	2015-04-28	1707
409	2015-04-25	1856
410	2015-04-06	338
411	2015-04-15	1338
412	2015-05-03	1337
413	2015-05-08	3434
414	2015-05-18	191
415	2015-06-26	3115
416	2015-06-29	393
417	2015-06-19	2434
418	2009-06-20	1717
419	2007-08-22	6
420	2007-08-26	110
421	2007-09-28	17
422	2007-10-05	42
423	2007-10-20	203
424	2007-11-29	31
425	2007-11-02	188
426	2007-11-04	387
427	2007-12-16	94
428	2007-12-18	2983
429	2007-12-31	229
430	2007-12-02	301
431	2008-01-12	1503
432	2008-01-10	6846
433	2008-02-16	5461
434	2008-02-05	785
435	2008-02-19	284
436	2008-03-28	3849
437	2008-04-13	5233
438	2008-04-07	2374
439	2008-04-24	1730
440	2008-05-27	839
441	2008-05-02	2977
442	2008-06-11	2067
443	2008-07-01	807
444	2008-06-03	3788
445	2008-07-18	1980
446	2008-07-24	4251
447	2008-07-22	296
448	2008-07-06	1889
449	2008-08-11	4115
450	2008-08-29	2188
451	2008-08-30	5479
452	2008-08-14	887
453	2008-09-15	1495
454	2008-09-04	2158
455	2008-09-06	169
456	2008-10-02	2491
457	2008-11-01	5446
458	2008-10-29	3889
459	2008-10-06	4791
460	2008-10-18	6582
461	2008-11-13	10947
462	2008-11-05	6214
463	2008-12-17	2646
464	2008-12-30	3860
465	2008-12-13	4242
466	2008-12-21	3614
467	2009-01-29	4040
468	2009-01-21	3824
469	2009-01-20	1899
470	2009-01-04	1597
471	2009-02-07	1053
472	2009-03-07	4076
473	2009-03-20	3524
474	2009-03-13	1048
475	2009-03-16	2004
476	2009-04-14	3124
477	2009-04-15	2931
478	2009-05-28	2885
479	2009-05-31	2547
480	2009-05-13	2968
481	2009-05-12	299
482	2015-07-14	1986
483	2015-08-04	2675
484	2015-08-23	1523
485	2015-09-09	1312
486	2015-10-27	3063
487	2015-10-28	502
488	2015-10-25	176
489	2015-11-18	1185
490	2015-11-19	3687
491	2015-11-09	481
492	2007-09-21	21
493	2007-08-28	14
494	2015-12-06	2631
495	2015-12-19	1842
496	2016-01-28	2764
497	2016-02-10	2964
498	2011-02-11	4679
499	2011-02-14	128
500	2011-02-16	830
501	2011-03-11	2860
502	2011-03-05	388
503	2011-03-16	974
504	2011-05-17	2791
505	2011-06-29	4582
506	2011-06-02	3714
507	2011-07-21	1810
508	2011-08-31	524
509	2011-08-11	1029
510	2011-09-22	1736
511	2011-09-25	241
512	2011-09-21	1827
513	2011-10-24	658
514	2011-11-08	832
515	2011-11-19	1440
516	2011-12-31	661
517	2011-12-23	1345
518	2011-12-04	1111
519	2011-12-15	1905
520	2011-12-27	184
521	2012-01-19	1946
522	2012-01-11	1105
523	2012-02-01	2224
524	2012-01-16	356
525	2012-01-01	60
526	2012-02-02	1213
527	2012-03-08	2399
528	2012-03-03	1582
529	2012-04-07	2074
530	2012-04-12	712
531	2014-01-03	822
532	2014-01-04	558
533	2014-02-09	2503
534	2014-03-21	820
535	2014-03-10	2077
536	2014-03-24	2760
537	2014-04-28	2353
538	2014-04-05	2471
539	2014-05-08	4211
540	2014-05-27	568
541	2014-05-18	1160
542	2014-05-05	2554
543	2014-05-16	888
544	2014-06-18	1655
545	2014-06-26	1362
546	2014-07-22	3076
547	2014-07-14	1156
548	2014-08-19	1405
549	2014-09-30	1018
550	2014-09-19	2101
551	2014-09-07	657
552	2014-11-01	2157
553	2014-10-25	2256
554	2014-10-26	385
555	2014-11-29	957
556	2014-11-15	1442
557	2014-11-20	1302
558	2014-11-08	1578
559	2015-01-26	1629
560	2009-07-31	535
561	2009-07-02	768
562	2009-08-06	658
563	2009-08-17	588
564	2009-08-26	473
565	2009-08-08	2123
566	2009-09-16	528
567	2009-09-05	1053
568	2009-09-02	446
569	2009-09-20	270
570	2009-09-27	858
571	2009-10-27	1070
572	2009-10-03	731
573	2009-10-08	757
574	2009-11-28	380
575	2009-11-02	388
576	2009-11-17	248
577	2009-12-12	2436
578	2009-12-17	2389
579	2010-02-12	3681
580	2010-02-20	2786
581	2010-03-11	3820
582	2010-04-01	1009
583	2010-03-19	4008
584	2010-03-26	1627
585	2010-04-11	557
586	2010-04-02	3519
587	2010-04-17	799
588	2010-04-08	3582
589	2010-04-05	379
590	2010-05-20	1459
591	2010-05-04	3698
592	2010-07-01	1751
593	2010-07-19	3740
594	2010-07-26	3798
595	2010-07-28	2080
596	2010-07-22	1261
597	2010-08-18	1509
598	2010-08-05	3873
599	2010-08-30	2086
600	2010-08-21	1441
601	2010-08-12	843
602	2010-08-23	193
603	2010-09-29	1909
604	2010-09-20	121
605	2010-09-16	742
606	2010-09-27	1658
607	2010-10-05	3068
608	2010-11-23	3368
609	2010-11-15	250
610	2010-12-08	670
611	2010-12-03	455
612	2011-01-31	1797
613	2011-01-25	658
614	2011-01-05	596
615	2012-05-08	710
616	2012-05-24	1885
617	2012-06-22	1946
618	2012-06-17	874
619	2012-06-03	171
620	2012-07-30	2641
621	2012-07-10	764
622	2012-07-19	1319
623	2012-07-11	607
624	2012-07-27	1697
625	2012-08-28	1500
626	2012-08-12	1148
627	2012-09-30	575
628	2012-09-19	1655
629	2012-10-29	283
630	2012-10-04	1398
631	2012-10-15	319
632	2012-11-02	1350
633	2012-12-12	730
634	2012-12-03	1651
635	2012-12-28	784
636	2013-01-03	853
637	2013-01-11	1896
638	2013-03-28	1304
639	2013-04-27	2437
640	2013-04-08	2258
641	2013-01-27	18
642	2013-05-19	1832
643	2013-05-11	1946
644	2013-05-02	6905
645	2013-06-02	1313
646	2013-07-08	273
647	2013-08-28	559
648	2013-08-19	101
649	2013-09-12	1356
650	2013-10-28	2531
651	2013-10-06	839
652	2013-10-17	2365
653	2013-11-27	855
654	2013-11-16	1373
655	2013-11-24	938
656	2013-12-30	98
657	2014-01-20	257
658	2015-02-15	1371
659	2015-02-16	831
660	2015-03-23	846
661	2015-03-16	678
662	2015-04-18	1879
663	2015-04-11	450
664	2015-05-15	1661
665	2015-05-17	3185
666	2015-05-25	291
667	2015-06-12	2571
668	2015-06-02	1875
669	2012-05-29	180
670	2009-06-10	214
671	2007-09-01	12
672	2007-10-06	120
673	2007-10-22	21
674	2007-10-24	111
675	2007-12-24	12
676	2007-12-27	4613
677	2008-01-16	4395
678	2008-01-15	655
679	2008-01-06	306
680	2008-01-22	3253
681	2008-02-18	2719
682	2008-02-21	2015
683	2008-03-19	4085
684	2008-03-05	1589
685	2008-04-01	2104
686	2008-03-17	239
687	2008-04-15	1311
688	2008-06-18	1124
689	2008-07-23	1531
690	2008-09-12	2152
691	2008-09-14	3544
692	2008-09-28	519
693	2008-11-11	7309
694	2008-12-10	2066
695	2009-01-19	3724
696	2009-01-05	3865
697	2009-02-28	3816
698	2009-02-27	1132
699	2009-02-08	3703
700	2009-03-22	3085
701	2009-03-21	3643
702	2009-03-17	3401
703	2009-04-17	3967
704	2009-04-11	202
705	2009-05-21	1327
706	2009-05-23	2259
707	2009-06-26	1003
708	2015-07-26	1754
709	2015-08-18	1147
710	2015-08-19	3229
711	2015-08-27	1630
712	2015-08-17	286
713	2015-09-02	2629
714	2015-09-10	2717
715	2015-09-15	1318
716	2015-10-15	889
717	2015-11-20	661
718	2015-11-29	705
719	2007-11-26	16
720	2015-12-12	2390
721	2015-12-22	1016
722	2016-01-09	1994
723	2016-01-10	1602
724	2016-01-18	2440
725	2016-01-24	557
726	2016-02-04	4027
727	2016-02-09	1142
728	2016-02-23	1520
729	2015-11-07	2287
730	2011-02-19	368
731	2011-03-20	272
732	2011-04-22	1064
733	2011-04-03	299
734	2011-04-15	3990
735	2011-05-07	901
736	2011-06-24	1611
737	2011-06-07	1474
738	2011-06-22	4661
739	2011-07-06	3580
740	2011-07-25	305
741	2011-08-07	599
742	2011-09-17	1084
743	2011-09-10	877
744	2011-10-07	2278
745	2011-10-21	552
746	2011-11-14	2982
747	2011-11-16	1232
748	2011-11-18	729
749	2011-12-22	1375
750	2012-01-28	1540
751	2012-01-10	1369
752	2012-01-05	711
753	2012-01-02	227
754	2012-02-10	2136
755	2012-02-05	610
756	2012-02-12	1161
757	2012-04-26	3401
758	2012-04-04	1901
759	2012-04-16	448
760	2012-05-16	1053
761	2014-02-23	2486
762	2014-02-20	2584
763	2014-03-31	4071
764	2014-03-05	3914
765	2014-03-11	1116
766	2014-04-22	1762
767	2014-04-12	1468
768	2014-05-07	1231
769	2014-06-15	226
770	2014-07-16	561
771	2014-08-30	1403
772	2014-08-22	2559
773	2014-08-21	2133
774	2014-09-03	1485
775	2014-09-22	123
776	2014-10-02	2666
777	2014-10-03	1703
778	2014-10-18	1058
779	2014-11-03	1144
780	2014-12-10	2725
781	2014-12-17	224
782	2015-01-29	2054
783	2009-06-09	6285
784	2009-07-23	1609
785	2009-07-07	1652
786	2009-07-20	215
787	2009-08-21	858
788	2009-08-24	136
789	2009-08-27	703
790	2009-08-04	698
791	2009-08-11	793
792	2009-08-09	540
793	2009-09-03	1124
794	2009-09-19	475
795	2009-09-09	632
796	2009-10-01	634
797	2009-10-10	277
798	2009-10-19	78
799	2009-10-05	145
800	2009-11-25	489
801	2009-11-30	354
802	2009-12-23	1489
803	2009-12-11	5383
804	2009-12-15	4689
805	2010-01-20	3366
806	2010-02-04	3797
807	2010-02-08	3070
808	2010-03-05	2313
809	2010-03-25	3745
810	2010-04-16	3663
811	2010-05-14	1321
812	2010-05-24	454
813	2010-05-25	3623
814	2010-07-21	3509
815	2010-07-11	3184
816	2010-08-09	3344
817	2010-08-03	3505
818	2010-09-03	1144
819	2010-09-24	4112
820	2010-09-06	3072
821	2010-09-21	631
822	2010-10-01	4589
823	2010-10-30	4513
824	2010-11-28	123
825	2010-11-08	831
826	2010-12-14	346
827	2010-12-21	73
828	2010-12-06	3033
829	2011-01-26	4932
830	2011-01-17	3499
831	2012-06-14	487
832	2012-07-24	746
833	2012-07-15	32
834	2012-08-10	2151
835	2012-08-17	2143
836	2012-08-21	1398
837	2012-08-14	781
838	2012-08-18	555
839	2012-08-04	257
840	2012-09-24	129
841	2012-09-03	156
842	2012-09-07	2037
843	2012-10-26	1551
844	2012-10-28	996
845	2012-10-21	299
846	2012-11-16	656
847	2012-12-23	4
848	2012-12-25	9
849	2013-01-21	1467
850	2013-01-12	4353
851	2013-01-16	2161
852	2013-01-13	336
853	2013-01-01	95
854	2013-01-02	436
855	2013-02-03	1917
856	2013-02-17	443
857	2013-03-10	56
858	2013-04-16	117
859	2013-05-01	1534
860	2013-04-04	3424
861	2013-04-26	611
862	2013-04-21	18
863	2013-05-27	281
864	2013-05-18	1936
865	2013-05-16	1755
866	2013-05-15	1153
867	2013-06-20	2396
868	2013-07-04	522
869	2013-07-15	418
870	2013-08-02	1711
871	2013-08-11	668
872	2013-10-31	560
873	2013-10-08	1488
874	2013-10-10	1728
875	2013-11-28	1021
876	2013-11-06	1816
877	2013-11-18	217
878	2013-11-02	633
879	2014-01-31	1313
880	2015-02-22	2763
881	2015-02-12	24367
882	2015-04-16	2670
883	2015-04-26	1145
884	2015-05-16	424
885	2015-06-05	3118
886	2015-06-15	612
887	2007-08-30	209
888	2007-09-02	17
889	2007-09-13	31
890	2007-10-07	36
891	2007-10-14	110
892	2007-11-13	66
893	2007-09-30	31
894	2007-11-05	193
895	2007-12-11	8076
896	2008-01-18	2393
897	2008-01-03	786
898	2008-01-19	3429
899	2008-01-29	941
900	2008-02-29	1726
901	2008-02-26	1335
902	2008-03-07	6583
903	2008-03-02	1181
904	2008-04-17	1577
905	2008-06-04	2030
906	2008-06-13	4483
907	2008-06-05	1916
908	2008-06-24	1160
909	2008-06-19	4629
910	2008-08-06	724
911	2008-08-18	4425
912	2008-09-18	6912
913	2008-09-09	1826
914	2008-09-25	2786
915	2008-09-21	4880
916	2008-09-11	3442
917	2008-09-16	2008
918	2008-09-22	161
919	2008-10-31	2499
920	2008-10-09	5135
921	2008-10-24	6141
922	2008-10-15	5397
923	2008-12-01	7510
924	2008-11-04	632
925	2008-12-27	1718
926	2008-12-20	1985
927	2008-12-22	1455
928	2009-01-30	734
929	2009-01-12	212
930	2009-01-11	3788
931	2009-01-27	3708
932	2009-03-19	2044
933	2009-03-08	326
934	2009-04-23	2588
935	2009-04-19	2061
936	2009-04-25	3900
937	2009-04-29	565
938	2009-05-29	1206
939	2009-05-30	801
940	2009-05-11	3389
941	2009-06-14	2903
942	2009-06-16	1059
943	2015-07-07	2367
944	2015-07-19	1343
945	2015-07-23	1763
946	2015-07-29	1420
947	2015-08-01	756
948	2015-08-13	2242
949	2015-08-28	3049
950	2015-09-01	599
951	2015-08-05	783
952	2015-10-02	1807
953	2015-11-10	3970
954	2015-11-22	411
955	2015-08-08	2
956	2007-10-16	1
957	2015-12-17	1755
958	2015-12-31	1510
959	2016-01-02	501
960	2016-01-17	696
961	2016-02-02	1439
962	2016-03-01	1500
963	2011-02-22	3167
964	2011-02-09	3224
965	2011-03-07	3046
966	2011-03-12	1612
967	2011-04-23	3518
968	2011-04-10	2764
969	2011-04-08	3892
970	2011-04-16	719
971	2011-05-25	1284
972	2011-05-31	3208
973	2011-06-01	624
974	2011-06-23	781
975	2011-08-20	927
976	2011-08-30	863
977	2011-10-06	453
978	2011-11-09	1154
979	2011-11-30	904
980	2011-11-07	790
981	2011-11-06	940
982	2011-12-07	620
983	2011-12-24	871
984	2011-12-20	1089
985	2011-12-25	198
986	2012-01-29	509
987	2012-01-17	1139
988	2012-01-08	972
989	2012-01-18	675
990	2012-01-20	1064
991	2012-03-01	3423
992	2012-02-11	345
993	2012-03-26	665
994	2012-03-27	696
995	2012-03-05	3937
996	2012-03-19	417
997	2012-03-10	973
998	2012-04-23	1362
999	2012-04-02	583
1000	2012-05-13	668
1001	2014-02-22	1441
1002	2014-02-16	2512
1003	2014-02-03	433
1004	2014-03-09	1751
1005	2014-03-17	520
1006	2014-04-15	843
1007	2014-07-01	1075
1008	2014-06-08	1209
1009	2014-06-04	1957
1010	2014-07-08	1187
1011	2014-07-07	414
1012	2014-07-23	1344
1013	2014-08-09	1154
1014	2014-09-05	2094
1015	2014-10-09	2752
1016	2014-10-28	713
1017	2014-10-11	1583
1018	2014-10-17	2897
1019	2014-11-21	3839
1020	2014-11-23	1395
1021	2014-12-13	1180
1022	2014-12-23	1443
1023	2014-12-03	3304
1024	2014-12-28	975
1025	2014-12-16	349
1026	2015-01-19	737
1027	2015-01-13	899
1028	2009-06-03	2131
1029	2009-07-17	1718
1030	2009-07-26	264
1031	2009-07-06	257
1032	2009-07-30	518
1033	2009-08-16	1961
1034	2009-08-10	84
1035	2009-09-17	1218
1036	2009-09-06	223
1037	2009-09-13	888
1038	2009-09-23	1458
1039	2009-10-17	880
1040	2009-10-26	317
1041	2009-11-12	892
1042	2009-11-27	399
1043	2009-11-15	400
1044	2009-12-29	963
1045	2009-12-06	367
1046	2010-01-30	753
1047	2010-01-26	2153
1048	2010-02-01	1096
1049	2010-01-19	1840
1050	2010-01-04	3204
1051	2010-02-22	1949
1052	2010-03-01	1677
1053	2010-02-03	1685
1054	2010-02-15	634
1055	2010-03-30	863
1056	2010-03-28	545
1057	2010-04-09	1072
1058	2010-04-18	3225
1059	2010-05-10	839
1060	2010-06-28	1372
1061	2010-08-01	3066
1062	2010-09-01	3485
1063	2010-08-07	3439
1064	2010-09-14	4927
1065	2010-09-07	69
1066	2010-10-12	84
1067	2010-10-22	4261
1068	2010-11-06	610
1069	2010-11-10	938
1070	2010-11-22	562
1071	2010-11-11	5321
1072	2010-11-09	3220
1073	2010-12-24	3709
1074	2010-12-19	30
1075	2011-01-27	1521
1076	2011-01-04	3171
1077	2011-01-18	894
1078	2011-01-02	2979
1079	2011-02-27	1170
1080	2012-05-15	1572
1081	2012-06-02	1691
1082	2012-06-09	938
1083	2012-06-07	955
1084	2012-07-31	561
1085	2012-08-31	1201
1086	2012-08-09	1896
1087	2012-08-25	1139
1088	2012-08-03	1892
1089	2012-08-08	1199
1090	2012-09-29	1025
1091	2012-10-01	1725
1092	2012-09-26	1391
1093	2012-10-23	734
1094	2012-10-16	727
1095	2012-11-01	1004
1096	2012-11-07	934
1097	2012-11-26	211
1098	2012-12-31	146
1099	2012-12-10	137
1100	2012-12-26	431
1101	2013-01-26	73
1102	2013-01-07	267
1103	2013-02-26	255
1104	2013-02-08	2770
1105	2013-02-12	683
1106	2013-02-19	740
1107	2013-03-25	109
1108	2013-03-13	2221
1109	2013-04-20	1816
1110	2013-05-10	2533
1111	2013-06-30	924
1112	2013-06-22	158
1113	2013-06-16	64
1114	2013-07-27	1981
1115	2013-07-17	304
1116	2013-08-08	1830
1117	2013-08-29	1503
1118	2013-10-01	967
1119	2013-09-21	1297
1120	2013-09-13	1765
1121	2013-10-13	648
1122	2013-11-15	1587
1123	2013-12-19	2672
1124	2014-01-13	222
1125	2014-01-07	2100
1126	2014-01-05	34
1127	2015-02-10	2662
1128	2015-03-29	702
1129	2015-03-04	3211
1130	2015-03-30	1266
1131	2015-03-13	2604
1132	2015-03-01	705
1133	2015-04-29	2789
1134	2015-04-19	867
1135	2015-05-10	1861
1136	2015-05-09	785
1137	2015-06-11	3859
1138	2015-07-01	1273
1139	2015-06-25	1845
1140	2015-06-04	2215
1141	2007-09-14	25
1142	2007-09-23	30
1143	2007-11-16	27
1144	2007-11-08	236
1145	2007-12-14	2908
1146	2007-12-17	3046
1147	2007-12-12	1017
1148	2008-01-05	2195
1149	2008-01-08	1621
1150	2008-02-06	1970
1151	2008-03-16	4013
1152	2008-04-12	1442
1153	2008-04-02	53
1154	2008-05-05	1584
1155	2008-05-25	4499
1156	2008-05-29	637
1157	2008-06-21	778
1158	2008-06-29	2593
1159	2008-06-30	599
1160	2008-06-15	621
1161	2008-07-30	4838
1162	2008-07-05	4598
1163	2008-08-01	531
1164	2008-07-16	1383
1165	2008-07-13	489
1166	2008-09-26	3739
1167	2008-09-23	3123
1168	2008-11-16	378
1169	2008-11-07	6670
1170	2008-11-21	5336
1171	2008-11-12	384
1172	2009-01-06	1679
1173	2009-02-01	474
1174	2009-02-04	4837
1175	2009-02-20	5667
1176	2009-02-21	393
1177	2009-02-16	5095
1178	2009-02-13	444
1179	2009-02-05	2103
1180	2009-03-12	532
1181	2009-03-10	1976
1182	2009-04-18	302
1183	2009-05-27	273
1184	2009-06-21	2243
1185	2015-07-20	382
1186	2015-07-18	1000
